time_online,age,active,positive,negative,weight,auc,weight_fraction
0,1,2000,2,1998,3996,0.5,1.933320726108238e-05
1,2,2000,8,1992,15936,0.4380020080321285,7.710059832647868e-05
2,3,2000,12,1988,23856,0.5323608316566063,0.00011541866677186718
3,4,2000,16,1984,31744,0.4877142137096775,0.00015358191473868846
4,5,2000,21,1979,41559,0.4436102889867417,0.00020106825839922988
5,6,2000,32,1968,62976,0.4743235518292683,0.0003046867018203013
6,7,2000,39,1961,76479,0.4682854116816381,0.00037001610563571554
7,8,2000,44,1956,86064,0.4723461609964677,0.00041638967710655504
8,9,2000,48,1952,93696,0.6084037739071038,0.00045331436124483853
9,10,2000,50,1950,97500,0.5578564102564103,0.0004717186456345175
10,11,1997,55,1942,106810,0.5611927722123397,0.0005167617286176699
11,12,1994,59,1935,114165,0.5128016467393685,0.0005523462479883559
12,13,1990,59,1931,113929,0.5136532401758991,0.0005512044469589226
13,14,1990,63,1927,121401,0.5171538949432047,0.0005873550287043698
14,15,1986,67,1919,128573,0.5299635226680564,0.0006220541684632495
15,16,1985,76,1909,145084,0.5162733313115161,0.000701936697263983
16,17,1984,80,1904,152320,0.5207654936974789,0.0007369454779799971
17,18,1983,81,1902,154062,0.5248146849969493,0.0007453735177820005
18,19,1981,82,1899,155718,0.5328671059222441,0.0007533854775478544
19,20,1978,80,1898,151840,0.5301567439409905,0.0007346231708014886
20,21,1975,81,1894,153414,0.506414016973679,0.0007422384030910141
21,22,1974,87,1887,164169,0.4944599772185979,0.0007942725983094678
22,23,1969,91,1878,170898,0.5129433931350864,0.0008268284420681823
23,24,1969,94,1875,176250,0.5354156028368795,0.0008527221671085509
24,25,1964,93,1871,174003,0.5150715792256455,0.0008418508666291585
25,26,1960,97,1863,180711,0.505890620936191,0.0008743051094488133
26,27,1959,100,1859,185900,0.5108391608391608,0.00089941021767648
27,28,1957,102,1855,189210,0.5175994926272396,0.0009154244609282776
28,29,1954,105,1849,194145,0.539071312678668,0.000939300681607317
29,30,1953,108,1845,199260,0.5323045267489712,0.0009640477674782971
30,31,1952,112,1840,206080,0.5192983307453416,0.0009970438819729371
31,32,1951,115,1836,211140,0.5068153831580942,0.0010215248701463799
32,33,1951,118,1833,216294,0.504258093150989,0.0010464606434756136
33,34,1950,122,1828,223016,0.522464755891954,0.0010789826202546417
34,35,1950,127,1823,231521,0.5195684192794606,0.0011201310005738373
35,36,1946,124,1822,225928,0.506338302468043,0.0010930712838042593
36,37,1942,126,1816,228816,0.5085090203482274,0.0011070438319949515
37,38,1939,130,1809,235170,0.5006080707573244,0.0011377853732704563
38,39,1938,133,1805,240065,0.5071168225272322,0.0011614680683512866
39,40,1935,137,1798,246326,0.49771847064459296,0.0011917596626109556
40,41,1934,140,1794,251160,0.48775680840898233,0.0012151472311545172
41,42,1934,142,1792,254464,0.49095353370221323,0.0012311324455665832
42,43,1932,146,1786,260756,0.4936837503259752,0.0012615740221648642
43,44,1931,148,1783,263884,0.4938798866168468,0.0012767077239448105
44,45,1930,152,1778,270256,0.48559883961873185,0.0013075363517395095
45,46,1926,156,1770,276120,0.4849666811531218,0.0013359072044369536
46,47,1923,163,1760,286880,0.49182933630786396,0.0013879655903551835
47,48,1921,163,1758,286554,0.48924809983458617,0.00138638835672978
48,49,1921,167,1754,292918,0.482872339699165,0.001417178279404837
49,50,1920,173,1747,302231,0.4712819002683378,0.0014622358768078552
50,51,1918,174,1744,303456,0.47791113044395234,0.0014681625982530067
51,52,1916,174,1742,303108,0.4879415917758686,0.001466478925548588
52,53,1915,177,1738,307626,0.49157418423670296,0.0014883376418662983
53,54,1912,180,1732,311760,0.5033615601744932,0.001508338512441202
54,55,1911,183,1728,316224,0.5006672485326857,0.00152993596920133
55,56,1908,184,1724,317216,0.5065381317461919,0.001534735404036914
56,57,1906,185,1721,318385,0.5057147792766619,0.001540391189644573
57,58,1905,189,1716,324324,0.500699917366584,0.0015691249028386592
58,59,1904,190,1714,325660,0.4967849904808696,0.0015755886578188408
59,60,1899,187,1712,320144,0.49286258683592377,0.0015489014778258153
60,61,1897,188,1709,321292,0.4803512070017305,0.0015544556624944145
61,62,1896,193,1703,328679,0.4737935797541065,0.0015901950023436676
62,63,1892,192,1700,326400,0.4823069852941177,0.0015791688813857078
63,64,1890,192,1698,326016,0.48585958971338833,0.0015773110356429013
64,65,1889,194,1695,328830,0.49730863972265305,0.0015909255614769066
65,66,1888,197,1691,333127,0.49427695743665323,0.001611715048864512
66,67,1884,195,1689,329355,0.5004660624554053,0.0015934655849534002
67,68,1884,197,1687,332339,0.5030917226085413,0.001607902594579794
68,69,1882,197,1685,331945,0.5013481148985525,0.001605996367437435
69,70,1877,196,1681,329476,0.5111176534861417,0.0015940509998879826
70,71,1876,196,1680,329280,0.5204354956268222,0.0015931027244567584
71,72,1876,198,1678,332244,0.5243766629344698,0.0016074429712840477
72,73,1873,198,1675,331650,0.527842605156038,0.0016045691161506435
73,74,1871,197,1674,329778,0.526463257100231,0.0015955121181544607
74,75,1869,201,1668,335268,0.5261850221315485,0.0016220735065086505
75,76,1867,203,1664,337792,0.5272889825691549,0.0016342849717556405
76,77,1866,205,1661,340505,0.5313872042994964,0.001647410845454168
77,78,1864,208,1656,344448,0.5281987411742848,0.0016664876312976235
78,79,1864,212,1652,350224,0.5176972451916488,0.0016944327276790078
79,80,1863,212,1651,350012,0.5182993725929397,0.0016934070420085
80,81,1858,213,1645,350385,0.519979451175136,0.0016952116682117993
81,82,1858,215,1643,353245,0.51733499412589,0.0017090487484837452
82,83,1858,218,1640,357520,0.5155683598120384,0.0017297317967923354
83,84,1857,222,1635,362970,0.515169297738105,0.0017560996595483163
84,85,1851,219,1632,357408,0.5050502506938849,0.0017291899251173502
85,86,1848,223,1625,362375,0.506494653328734,0.0017532209662749567
86,87,1846,227,1619,367513,0.5162103109277767,0.001778079329364907
87,88,1844,229,1615,369835,0.514134681682372,0.0017893134903409415
88,89,1842,231,1611,372141,0.5186528761947757,0.0018004702410776923
89,90,1840,233,1607,374431,0.5204884210976122,0.0018115495815751593
90,91,1832,231,1601,369831,0.513726539960144,0.0017892941377811206
91,92,1831,232,1599,370968,0.5144594682021091,0.0017947951029102123
92,93,1829,234,1595,373230,0.5216006216006216,0.0018057389754889332
93,94,1827,233,1594,371402,0.5208561073984523,0.0017968948556507803
94,95,1825,238,1587,377706,0.5182761195215326,0.001827394489928524
95,96,1821,237,1584,375408,0.5191578229552913,0.001816276444311415
96,97,1816,236,1580,372880,0.5127574554816563,0.001804045626504604
97,98,1814,237,1577,373749,0.5115438435955681,0.0018082499701256953
98,99,1810,235,1575,370125,0.5057561634582911,0.001790716550927957
99,100,1810,238,1572,374136,0.5046106228751043,0.0018101223302883678
100,101,1808,239,1569,374991,0.5006813496857259,0.0018142589399500859
101,102,1804,236,1568,370048,0.5073801236596334,0.0017903440141514046
102,103,1800,238,1562,371756,0.5095250648274674,0.0017986075571949302
103,104,1798,239,1559,372601,0.5011043985389196,0.001802695785457096
104,105,1795,239,1556,371884,0.4984538189327855,0.0017992268391091991
105,106,1792,239,1553,371167,0.50720565136448,0.0017957578927613022
106,107,1790,242,1548,374616,0.5088330450381191,0.001812444637466876
107,108,1786,238,1548,368424,0.5109493409767006,0.0017824868748641178
108,109,1784,237,1547,366639,0.5121877378020342,0.0017738507950440397
109,110,1783,239,1544,369016,0.5112190257333015,0.0017853510537176114
110,111,1780,240,1540,369600,0.5064123376623377,0.0017881765274514634
111,112,1779,242,1537,371954,0.5057265145690059,0.001799565508906065
112,113,1779,244,1535,374540,0.5025764938324345,0.0018120769388302788
113,114,1778,246,1532,376872,0.4945764079050712,0.0018233594812058656
114,115,1774,246,1528,375888,0.4896325501213128,0.0018185987514899233
115,116,1774,248,1526,378448,0.4852687819726884,0.0018309843897753014
116,117,1772,248,1524,377952,0.4863527643721954,0.0018285846723575094
117,118,1772,252,1520,383040,0.4819809941520468,0.0018532011284496984
118,119,1770,252,1518,382536,0.4827022816153251,0.0018507627059122646
119,120,1767,250,1517,379250,0.4840131839156229,0.0018348645780193926
120,121,1766,249,1517,377733,0.48538517947862647,0.001827525119707315
121,122,1764,252,1512,381024,0.48818709582598474,0.0018434474382999632
122,123,1762,251,1511,379261,0.493955350009624,0.0018349177975589
123,124,1762,254,1508,383032,0.497117734288519,0.0018531624233300566
124,125,1761,255,1506,384030,0.48649063875218085,0.001857990887005372
125,126,1759,257,1502,386014,0.4913630075593113,0.00186758975667654
126,127,1757,260,1497,389220,0.49856636349622324,0.001883100833372994
127,128,1753,260,1493,388180,0.4889767633572054,0.001878069167819559
128,129,1753,260,1493,388180,0.4874877634087279,0.001878069167819559
129,130,1749,259,1490,385910,0.49186857039206033,0.0018670865901211965
130,131,1747,261,1486,387846,0.4939589424668554,0.0018764532290745136
131,132,1746,263,1483,390029,0.4936966225588354,0.0018870148885967717
132,133,1744,261,1483,387063,0.4930799378912476,0.001872664965489572
133,134,1742,260,1482,385320,0.4985414720232534,0.0018642320875476132
134,135,1739,260,1479,384540,0.4978311749102824,0.0018604583383825372
135,136,1737,261,1476,385236,0.49796228805199927,0.0018638256837913744
136,137,1735,261,1474,384714,0.5036416662767667,0.0018613001747347464
137,138,1734,263,1471,386873,0.5047961475729762,0.001871745718898079
138,139,1733,266,1467,390222,0.4976244291710873,0.0018879486496081303
139,140,1732,267,1465,391155,0.5024018611547851,0.001892462634186356
140,141,1730,269,1461,393009,0.49920230834408374,0.0019014325456633446
141,142,1728,272,1456,396032,0.49606344941822883,0.0019160582427479923
142,143,1724,272,1452,394944,0.4924394344514666,0.0019107943464767066
143,144,1722,273,1449,395577,0.48980097427302394,0.0019138568890683645
144,145,1717,273,1444,394212,0.48855438190618244,0.0019072528280294813
145,146,1716,274,1442,395108,0.4837943043421039,0.0019115878014293636
146,147,1715,275,1440,396000,0.47963131313131313,0.001915903422269425
147,148,1714,279,1435,400365,0.4799095825059633,0.0019370219031739858
148,149,1712,280,1432,400960,0.4894727653631285,0.0019399005964473451
149,150,1711,282,1429,402978,0.4918481902237839,0.0019496639628769907
150,151,1710,285,1425,406125,0.48786703601108034,0.0019648895893160864
151,152,1708,289,1419,410091,0.48608235733044614,0.001984077652378512
152,153,1704,289,1415,408935,0.49150353968234556,0.001978484762590271
153,154,1702,290,1412,409480,0.49048549379701084,0.001981121548865869
154,155,1701,289,1412,408068,0.49148916357077743,0.0019742900952490904
155,156,1698,290,1408,408320,0.4947908503134796,0.001975509306517807
156,157,1695,291,1404,408564,0.4964828031838341,0.0019766898126668824
157,158,1695,291,1404,408564,0.4963848993058615,0.0019766898126668824
158,159,1693,294,1399,411306,0.4967104783300025,0.0019899559924241115
159,160,1692,296,1396,413216,0.493961995663285,0.001999196839738593
160,161,1690,297,1393,413721,0.49312459362710614,0.002001640100415982
161,162,1687,296,1391,411736,0.4945207608759011,0.0019920363926048588
162,163,1685,295,1390,410050,0.493415437141812,0.0019838792886403478
163,164,1680,293,1387,406391,0.4955080206008499,0.0019661765345441768
164,165,1678,295,1383,407985,0.5047317916099856,0.0019738885296328064
165,166,1677,296,1381,408776,0.5021478756091355,0.00197771549833739
